DOI,Title
,ChatGPT for Cybersecurity Cookbook: Learn practical generative AI recipes to supercharge your cybersecurity skills
https://doi.org/10.1109/DSAA61799.2024.10722841,Human Evaluation of GPT for Scalable Python Programming Exercise Generation
https://doi.org/10.1109/OJIES.2024.3412222,The Relevance of Large Language Models for Project Management
https://doi.org/10.1109/FIE58773.2023.10343037,An Exploratory Study on the Impact of AI tools on the Student Experience in Programming Courses: an Intersectional Analysis Approach
https://doi.org/10.1109/ACDSA59508.2024.10467740,Dynamic Reconfiguring of GPT-4 Based Tutors to Become GPT-4 Based Teachers in Underserved Areas in Africa and the Environs
,Building AI Applications with Microsoft Semantic Kernel: Easily integrate generative AI capabilities and copilot experiences into your applications
https://doi.org/10.1109/ICEIB61477.2024.10602701,Comparative Studies: Leveraging Large Language Model In Theoritical and Practical Assessment Sample Question-Answer Bank on Programming Related Subjects
https://doi.org/10.1109/BigData62323.2024.10825505,On Text Granularity and Metric Frameworks for Large Language Model Content Detection
https://doi.org/10.1109/FIE61694.2024.10893501,WIP: Engineering Class Students' Epistemic Cognition when Interacting with Generative AI
https://doi.org/10.1109/FIE58773.2023.10343457,Exploring the Potential of Large Language Models to Generate Formative Programming Feedback
https://doi.org/10.1109/EDUCON60312.2024.10578596,Beyond the Hype: Perceptions and Realities of Using Large Language Models in Computer Science Education at an R1 University
https://doi.org/10.1109/IST64061.2024.10843532,Evaluating LLM-Generated Persian Questions for Teaching Conditional Programming Using Bloom’s Taxonomy
https://doi.org/10.1109/ISEC61299.2024.10664825,The Penetration of Generative AI in Higher Education: A Survey
https://doi.org/10.1109/FIE58773.2023.10343215,Developing Higher Education – Post-Pandemic – Influenced by AI
https://doi.org/10.1109/COMPSAC57700.2023.00117,Investigating Code Generation Performance of ChatGPT with Crowdsourcing Social Data
https://doi.org/10.1109/FIE61694.2024.10893102,Explore Public's Perspectives on Generative AI in Computer Science (CS) Education: A Social Media Data Analysis
https://doi.org/10.1109/FIE61694.2024.10893046,Integrating Conversational Large Language Models into Student Learning: A Case Study of ChatGPT in Software Engineering Education
https://doi.org/10.1109/CI-NLPSoMeCompanion65206.2025.10977933,Assessing Personalized AI Mentoring with Large Language Models in the Computing Field
https://doi.org/10.1109/ISAS60782.2023.10391549,Assessing the Impact of ChatGPT in a PHP Programming Course
https://doi.org/10.1109/ICTBIG64922.2024.10911129,DIP AI-Driven Architecture for Enhanced Project Management Using Large Language Models
https://doi.org/10.1109/ACCESS.2024.3443621,Navigating the Pitfalls: Analyzing the Behavior of LLMs as a Coding Assistant for Computer Science Students—A Systematic Review of the Literature
https://doi.org/10.1109/ICEIT64364.2025.10976127,Enhancing Teaching Quality Through LLM: An Experimental Study on Prompt Engineering
https://doi.org/10.1109/FIE61694.2024.10892858,Incorporating AI in the Teaching of Requirements Tracing Within Software Engineering
https://doi.org/10.1145/3639474.3640076,Does ChatGPT Help With Introductory Programming? An Experiment of Students Using ChatGPT in CS1
https://doi.org/10.1109/IDAP64064.2024.10710677,The Language Model Revolution: LLM and SLM Analysis
https://doi.org/10.1109/TSE.2025.3572094,Cross-Level Requirements Tracing Based on Large Language Models
https://doi.org/10.1109/CSEET58097.2023.00030,Investigating the Use of AI-Generated Exercises for Beginner and Intermediate Programming Courses: A ChatGPT Case Study
https://doi.org/10.1109/FIE61694.2024.10893585,Teachers' Development of Competence in Managing Generative AI Technology: Findings from a Qualitative Interview Series
https://doi.org/10.1109/CSCE60160.2023.00173,ChatGPT as a Game-Changer for Embedding Emojis in Faculty Feedback
https://doi.org/10.1109/ISEC61299.2024.10665141,Optimizing Large Language Models for Auto-Generation of Programming Quizzes
https://doi.org/10.1109/TALE56641.2023.10398297,Explicitly Introducing ChatGPT into First-year Programming Practice: Challenges and Impact
https://doi.org/10.1109/ACCESS.2025.3576329,AutoTA: A Dynamic Intent-Based Virtual Teaching Assistant for Students Using Open Source LLMs
https://doi.org/10.1109/ITHET61869.2024.10837667,Enhancing Short Answer Grading with OpenAI APIs
https://doi.org/10.1109/ICCT-Pacific63901.2025.11012850,Athena: A GenAI-Powered Programming Tutor Based on Open-Source LLM
https://doi.org/10.1109/ITHET61869.2024.10837650,Exploring Students' Perception and Experience with ChatGPT and Critical Thinking in a Higher Education Context
https://doi.org/10.1109/TLT.2024.3499751,A High-Quality Generation Approach for Educational Programming Projects Using LLM
https://doi.org/10.1109/FIE61694.2024.10893211,LLM-Enhanced Learning Environments for CS: Exploring Data Structures and Algorithms with Gurukul
https://doi.org/10.1109/ITHET61869.2024.10837649,The Impact of ChatGPT on Student Learning Experience in Higher STEM Education: A Systematic Literature Review
,An Empirical Study on Usage and Perceptions of LLMs in a Software Engineering Project
https://doi.org/10.1109/FIE61694.2024.10893442,How Novice Programmers Use and Experience ChatGPT when Solving Programming Exercises in an Introductory Course
https://doi.org/10.1109/EDUCON62633.2025.11016577,I-LEAD: A Digital-Intelligence-Powered Ecosystem for Innovation and Entrepreneurship Education
https://doi.org/10.1109/CSEET62301.2024.10663055,Leveraging Open Source LLMs for Software Engineering Education and Training
https://doi.org/10.1109/FIE61694.2024.10893118,A PBL-Based Mini Course Module for Teaching Computer Science Students to Utilize Generative AI for Enhanced Learning
https://doi.org/10.1109/ITCEM65710.2024.00050,Research on the Effectiveness of Human-Machine Collaborative Teaching Based on Data Analysis in the Era of Digital Intelligence
https://doi.org/10.1109/TKDE.2022.3233046,ExamGAN and Twin-ExamGAN for Exam Script Generation
https://doi.org/10.1109/ICSTW64639.2025.10962520,Evaluating Large Language Model Robustness using Combinatorial Testing
https://doi.org/10.1109/TVCG.2024.3456363,StuGPTViz: A Visual Analytics Approach to Understand Student-ChatGPT Interactions
https://doi.org/10.1109/ACCESS.2025.3554627,A Bibliometric Exposition and Review on Leveraging LLMs for Programming Education
https://doi.org/10.1109/TE.2024.3467912,An LLM-Driven Chatbot in Higher Education for Databases and Information Systems
https://doi.org/10.1109/FIE61694.2024.10893499,ChatGPT vs. Gemini: Comparative Evaluation in Cybersecurity Education with Prompt Engineering Impact
https://doi.org/10.1109/QRS60937.2023.00028,On ChatGPT: Perspectives from Software Engineering Students
https://doi.org/10.1109/CSEET62301.2024.10663054,Navigating the AI Frontier: A Critical Literature Review on Integrating Artificial Intelligence into Software Engineering Education
https://doi.org/10.1109/ICSA59870.2024.00016,Can LLMs Generate Architectural Design Decisions? - An Exploratory Empirical Study
https://doi.org/10.1109/SoutheastCon52093.2024.10500042,Transformative Potentials and Ethical Considerations of AI Tools in Higher Education: Case Studies and Reflections
https://doi.org/10.1109/ACCESS.2023.3268224,Exploring Students’ Perceptions of ChatGPT: Thematic Analysis and Follow-Up Survey
https://doi.org/10.1109/ACCESS.2024.3360863,Data Augmentation and Preparation Process of PerInfEx: A Persian Chatbot With the Ability of Information Extraction
https://doi.org/10.1109/APSEC65559.2024.00069,Pair Programming in Programming Courses in the Era of Generative AI: Students' Perspective
https://doi.org/10.1109/TE.2024.3394060,Developing Future Computational Thinking in Foundational CS Education: A Case Study From a Liberal Education University in India
https://doi.org/10.1109/FIE61694.2024.10893333,Use of Generative Artificial Intelligence in the Education of Software Verification and Validation
https://doi.org/10.1109/IATMSI60426.2024.10502959,Ikigai: Artificial Intelligence-Based Virtual Desktop Assistant
https://doi.org/10.1109/ACCESS.2024.3397775,"Advancements in Generative AI: A Comprehensive Review of GANs, GPT, Autoencoders, Diffusion Model, and Transformers"
https://doi.org/10.1109/EDUCON60312.2024.10578917,ChatGPT Has Eaten My Assignment: A Student-Centric Experiment on Supervising Writing Processes in the AI Era
https://doi.org/10.1109/FIE61694.2024.10893139,Work-in-Progress: Course-based Undergraduate Research Experience (CURE) with Generative AI in a Computer Science Course
https://doi.org/10.1109/FIE58773.2023.10343474,Leveraging the Power of AI in Undergraduate Computer Science Education: Opportunities and Challenges
https://doi.org/10.1109/ICEED62316.2024.10923833,Code Debugging with LLM-Generated Explanations of Programming Error Messages
https://doi.org/10.1109/MPRV.2023.3346548,Integrating Generative Artificial Intelligence to a Project-Based Tangible Interaction Course
https://doi.org/10.1109/CCET62233.2024.10838104,Assessment of Machine Translation in Addressing Communication Barriers on the Perception of College Students
https://doi.org/10.1109/ICAISC64594.2025.10959426,Generative AI in Computer Science Education: Insights from Topic Modeling and Text Network Analysis
https://doi.org/10.1109/FIE58773.2023.10342963,Affective Computing: A Topic-Based SER Approach on Collaborative Discussions in Academic Setting
https://doi.org/10.1109/TLT.2025.3537618,Transforming Education With Generative AI (GAI): Key Insights and Future Prospects
https://doi.org/10.1109/CIEES62939.2024.10811132,Leveraging AI for CTF Challenge Optimization
https://doi.org/10.1109/CSCI62032.2023.00268,Student Mastery or AI Deception? Analyzing ChatGPT's Assessment Proficiency and Evaluating Detection Strategies
https://doi.org/10.1109/EDUCON62633.2025.11016417,The Impact of Chatbots on Students' Reflective Thinking in Introductory Programming Course
https://doi.org/10.1109/LAD62341.2024.10691721,LLM-aided explanations of EDA synthesis errors
https://doi.org/10.1109/FIE61694.2024.10892995,WIP: Generative AI as an Instructional Resource in a Computer Science Ethics Course
https://doi.org/10.1109/ACCESS.2024.3420709,MCQGen: A Large Language Model-Driven MCQ Generator for Personalized Learning
https://doi.org/10.1109/FIE61694.2024.10892891,"Generative AI in Education: A Study of Educators' Awareness, Sentiments, and Influencing Factors"
,FastFixer: An Efficient and Effective Approach for Repairing Programming Assignments
https://doi.org/10.1109/EDUCON62633.2025.11016317,Enhancing Computational Thinking and Problemsolving in Programming Education Through Generative AI: A Scoped Review
https://doi.org/10.1109/ICIMCIS60089.2023.10349057,"A Glimpse of chatGPT: An Introduction of Features, Challenges, and Threads in Higher Education"
https://doi.org/10.1109/ACCESS.2025.3568171,Improving Student Learning Outcome Tracing at HBCUs Using Tabular Generative AI and Deep Knowledge Tracing
https://doi.org/10.1109/CSEET62301.2024.10663028,Cultivating Software Quality Improvement in the Classroom: An Experience with ChatGPT
https://doi.org/10.23919/SoftCOM62040.2024.10722016,Supporting Academic Teaching with Integrating AI in Learning Management Systems: Introducing a Toolchain for Students and Lecturers
https://doi.org/10.1109/CEI60616.2023.10527886,The Potential of Large Language Models as Tools for Analyzing Student Textual Evaluation: A Differential Analysis Between CS and Non-CS Students
https://doi.org/10.1109/EDUCON62633.2025.11016446,Generative AI for Education: A Retrieval-Augmented System for Effective Feedback in Self-Assessment
https://doi.org/10.1109/EDUCON62633.2025.11016298,Stimulating Critical Thinking in a Web Programming Module with Generative AI Tools
https://doi.org/10.1109/EDUCON62633.2025.11016571,Exploring the Role of Large Language Models as Artificial Tutors
,Gauging Tech Community Acceptance of Rapid Prototyping in Unfamiliar Programming Languages using LLM Chatbots
https://doi.org/10.1109/VL-HCC57772.2023.00018,"Exploring the Role of AI Assistants in Computer Science Education: Methods, Implications, and Instructor Perspectives"
https://doi.org/10.1109/ICCEBS58601.2023.10448947,Advancing Digital Transformation in Indian Higher Education Institutions
https://doi.org/10.1109/RE57278.2023.00045,Inconsistency Detection in Natural Language Requirements using ChatGPT: a Preliminary Evaluation
https://doi.org/10.1109/CANDO-EPE65072.2024.10772819,The Emergence of Artificial Intelligence in Education and its Impact on Individual Literacy in Higher Education
https://doi.org/10.1109/FiCloud62933.2024.00024,Hybrid Platforms for IoT in the Classroom – A Competency Analysis and Performance Evaluation
https://doi.org/10.1109/MILCOM61039.2024.10773849,5G Specifications Formal Verification with Over-the-Air Validation: Prompting is All You Need
,What Makes a High-Quality Training Dataset for Large Language Models: A Practitioners’ Perspective
https://doi.org/10.1109/EDUCON60312.2024.10578646,AI-Based Research Companion (ARC): An Innovative Tool for Fostering Research Activities in Undergraduate Engineering Education
https://doi.org/10.1109/APSIPAASC58517.2023.10317226,Revolutionizing Formative Assessment in STEM Fields: Leveraging AI and NLP Techniques
https://doi.org/10.1109/CSCE60160.2023.00189,Plagiarism in Entry-Level Computer Science Courses Using ChatGPT
https://doi.org/10.1109/EDUCON54358.2023.10125121,Engineering Education in the Era of ChatGPT: Promise and Pitfalls of Generative AI for Education
https://doi.org/10.1109/EDUCON62633.2025.11016616,Empowering Educators: Towards a GPT-Based Approach to Automate Unit Test Generation
https://doi.org/10.1109/InCIT63192.2024.10810629,The Efficiency of ChatGPT Vs Google Against Self-Learning of Undergraduate Students
https://doi.org/10.1109/CIEES62939.2024.10811263,Using Large Language Models for Students’ Essays Plagiarism Detection
https://doi.org/10.1109/ICMMT61774.2024.10672225,ChatGPT as an Artificial Intelligence (AI) Tool for Assisting Undergraduate Talent Cultivation Program in Major of Microelectronic Science and Engineering
https://doi.org/10.1109/FLLM63129.2024.10852455,A Systematic Study on the Potentials and Limitations of LLM-assisted Software Development
https://doi.org/10.1109/ICAECT60202.2024.10469472,Empirical Evaluation of Large Language Models in Resume Classification
https://doi.org/10.1109/LA-CCI62337.2024.10814750,Twisted Games: A First Experience of Inclusion of AI tools in First Year Programming Classes
https://doi.org/10.1109/EDUCON62633.2025.11016469,"Generative AI as a Catalyst for Transforming Transnational Engineering Education: Opportunities, Challenges, and Future Directions"
https://doi.org/10.1109/ISMAR62088.2024.00026,DataliVR: Transformation of Data Literacy Education through Virtual Reality with ChatGPT-Powered Enhancements
https://doi.org/10.1109/EDUCON60312.2024.10578883,AI Asyet Another Tool in Undergraduate Student Projects: Preliminary Results
https://doi.org/10.1109/EDUCON62633.2025.11016382,GenAI-Empowered Group-Based Authentic Assessment for Network Engineering Courses
https://doi.org/10.1109/EDUCON62633.2025.11016572,The Responsible Development of Automated Student Feedback with Generative AI
https://doi.org/10.1109/ISEC61299.2024.10665196,Assessing the Impact of Professional Development on K-12 CS Education: A One-Year Follow-Up Survey Analysis
https://doi.org/10.1109/TALE62452.2024.10834357,Revealing Vocational Training on Achieving UN’s Sustainable Development Goals: Analysis Through Machine Learning
https://doi.org/10.1109/CSCE60160.2023.00172,Analyzing ChatGPT's Aptitude in an Introductory Computer Engineering Course
https://doi.org/10.1109/NextComp63004.2024.10779794,Using GPT-4 to Tutor Python Programming in Shona and Ndebele in Zimbabwe
https://doi.org/10.1109/ICSTW58534.2023.00078,ChatGPT and Software Testing Education: Promises & Perils
https://doi.org/10.1109/FIE61694.2024.10892932,First-Year Engineering Students' Expertise and Trust in GenAl
https://doi.org/10.1109/AIRoSIP58759.2023.10873911,Knowledge Acquisition from Student Lecture Reflection Data: Leveraging Large Language Models and Tacit Knowledge
https://doi.org/10.1109/ACCESS.2024.3380909,Students’ Experiences of Using ChatGPT in an Undergraduate Programming Course
https://doi.org/10.1109/EMR.2025.3577913,Application of Gemini in Public Health Amid the Artificial Intelligence Era
https://doi.org/10.1109/FIE58773.2023.10343337,Work in Progress: Safeguarding Authenticity: Strategies for Combating AI-Generated Plagiarism in Academia
https://doi.org/10.1109/ICSA-C63560.2024.00059,State of Practice: LLMs in Software Engineering and Software Architecture
https://doi.org/10.1109/BigData62323.2024.10825051,Dynamic Intelligence Assessment: Benchmarking LLMs on the Road to AGI with a Focus on Model Confidence
https://doi.org/10.1109/CSEET62301.2024.10662994,Using Generative AI to Create User Stories in the Software Engineering Classroom
https://doi.org/10.1109/AAIAC60008.2023.10465435,Using GPT-4 to Tutor Java Programming in Amharic
https://doi.org/10.1109/ISCID59865.2023.00024,How important is Trust: Exploring the Factors Influencing College Students' Use of Chat GPT as a Learning Aid
https://doi.org/10.1109/RITA.2024.3381842,Analysis of ChatGPT Performance in Computer Engineering Exams
https://doi.org/10.1109/MIPRO60963.2024.10569779,Generative Artificial Intelligence in Teaching and Learning of ICT Engineering Education: A Literature Review and Illustrative Scenarios
https://doi.org/10.1109/ACCESS.2025.3570649,"Transforming Education With Large Language Models: Trends, Themes, and Untapped Potential"
https://doi.org/10.1109/TNNLS.2024.3501335,SinKD: Sinkhorn Distance Minimization for Knowledge Distillation
https://doi.org/10.1109/CSEET62301.2024.10662990,A Survey Study on the State of the Art of Programming Exercise Generation Using Large Language Models
https://doi.org/10.1109/ITHET61869.2024.10837662,Analyzing Communication Logs in Pair Programming: A Comparison of Human- and LLM-Based Approaches
https://doi.org/10.1109/ITHET61869.2024.10837661,The NAJEH Effect: How ChatGPT is Shaping the Future of Higher Education
https://doi.org/10.1109/ICSET59111.2023.10295122,Information Seeking Behavior in ChatGPT: The Case of Programming Students from a Developing Economy
https://doi.org/10.1109/ESIC60604.2024.10481602,Detection of AI-Generated Text Using Large Language Model
https://doi.org/10.1109/TSE.2024.3519464,Look Before You Leap: An Exploratory Study of Uncertainty Analysis for Large Language Models
https://doi.org/10.1109/ACCESS.2024.3383020,Advancing Tinnitus Therapeutics: GPT-2 Driven Clustering Analysis of Cognitive Behavioral Therapy Sessions and Google T5-Based Predictive Modeling for THI Score Assessment
https://doi.org/10.1109/EDUCON62633.2025.11016290,Leveraging AI Chatbots to Enhance Student Understanding of Electric Circuits
https://doi.org/10.1109/ACCESS.2024.3445432,Does ChatGPT Help Novice Programmers Write Better Code? Results From Static Code Analysis
https://doi.org/10.1109/ICEET65156.2024.10913535,Cloud SecNavigator: RAG Approach to Bridge Gaps and Strengthen Cloud Security Practices with RAGAS Assessment
https://doi.org/10.1109/TETCI.2024.3502465,Benchmarking Medical LLMs on Anesthesiology: A Comprehensive Dataset in Chinese
https://doi.org/10.1109/EDUCON60312.2024.10578820,The AI Companion in Education: Analyzing the Pedagogical Potential of ChatGPT in Computer Science and Engineering
https://doi.org/10.1109/AIRC61399.2024.10672220,When the Robotic Maths Tutor is Wrong - Can Children Identify Mistakes Generated by ChatGPT?
https://doi.org/10.1109/EDUCON62633.2025.11016463,"ChatGPT as a Programming Tutor: Student Perceptions, Effectiveness, and Challenges"
https://doi.org/10.1109/CSEET62301.2024.10663035,University Students' Perception and Expectations of Generative AI Tools for Software Engineering
https://doi.org/10.1109/SEEDA-CECNSM63478.2024.00031,Assessing the Impact of Integrating ChatGPT as an Advice Generator in Educational Software
https://doi.org/10.1109/ACCESS.2024.3524102,Understanding ChatGPT: Impact Analysis and Path Forward for Teaching Computer Science and Engineering
https://doi.org/10.1109/FIE61694.2024.10893514,WIP: Supporting Student Understanding of Finite Element Analysis and Computational Science: Classroom Scaffolding and ChatGPT
https://doi.org/10.1109/TALE56641.2023.10398408,Grading Generative AI-based Assignments Using a 3R Framework
https://doi.org/10.1109/EDUCON60312.2024.10578680,On the Impact of ChatGPT on Teaching and Studying Software Engineering
https://doi.org/10.1109/ICCIT63348.2025.10989326,An Investigation into ChatGPT-Based Instructional Feedback on Programming Projects
https://doi.org/10.1109/AEECA62331.2024.00124,GPTutor: A Generative AI-powered Intelligent Tutoring System to Support Interactive Learning with Knowledge-Grounded Question Answering
https://doi.org/10.1109/ICARC61713.2024.10499744,Factors Affecting the Effectiveness of Generative Artificial Intelligence Apps on University Students' Programming Language Learning in Sri Lanka: A Systematic Literature Review
https://doi.org/10.1109/ICEIT64364.2025.10975909,Design and Implementation of a Multi-Level Personalized Teaching Framework Based on LLM
https://doi.org/10.1109/VRW62533.2024.00266,First Steps in Constructing an AI-Powered Digital Twin Teacher: Harnessing Large Language Models in a Metaverse Classroom
https://doi.org/10.1109/ICCA59364.2023.10401713,The Influence of ChatGPT on Student Learning and Academic Performance
https://doi.org/10.1109/IIPEM62726.2024.10925748,A Novel LLM enabled Code Snippet Generation Framework
https://doi.org/10.1109/EDUCON60312.2024.10578564,Software Development and Education: Transitioning Towards AI Enhanced Teaching
https://doi.org/10.1109/FIE61694.2024.10893407,WIP: ARTful Insights from a Pilot Study on GPT-Based Automatic Code Reviews in Undergraduate Computer Science Programs
https://doi.org/10.1109/ESEM56168.2023.10304857,Evaluating the Impact of ChatGPT on Exercises of a Software Security Course
https://doi.org/10.1109/TLT.2024.3392830,A Human-Centered Learning and Teaching Framework Using Generative Artificial Intelligence for Self-Regulated Learning Development Through Domain Knowledge Learning in K–12 Settings
https://doi.org/10.1109/EDUCON60312.2024.10578884,ChatGPT in the Classroom: A Shift in Engineering Design Education
https://doi.org/10.1109/ICEED62316.2024.10923772,Evaluating the Impact of Unrestricted GenAI Usage on Experiential-Based Learning
https://doi.org/10.1109/FIE61694.2024.10893294,Enhancing CS Education with LAs Using AI-Empowered AIELA Program
https://doi.org/10.1109/TLT.2024.3464560,Investigating the Efficacy of ChatGPT-3.5 for Tutoring in Chinese Elementary Education Settings
https://doi.org/10.1109/VL/HCC60511.2024.00022,ChatGPT in Data Visualization Education: A Student Perspective
https://doi.org/10.1109/FIE61694.2024.10893214,WIP: Assessing the Effectiveness of ChatGPT in Preparatory Testing Activities
https://doi.org/10.1109/ICITDA60835.2023.10427187,Usability Testing of ChatGPT Website as a Medium for Task Collaboration Using the System Usability Scale Method (SUS)
https://doi.org/10.1109/FIE61694.2024.10893132,GAIDE: A Framework for Using Generative AI to Assist in Course Content Development
https://doi.org/10.1109/CSCI62032.2023.00278,ChatGPT Implications on Higher Education: Educational Apocalypse or Educational Reboot? A Developing Countries Perspective
https://doi.org/10.1109/ACCESS.2024.3521945,Navigating the Ethical Terrain of AI-Generated Text Tools: A Review
,Whodunit: Classifying Code as Human Authored or GPT-4 generated- A case study on CodeChef problems
https://doi.org/10.1109/CONISOFT63288.2024.00048,Exploring LLM Tools Through the Eyes of Industry Experts and Novice Programmers
https://doi.org/10.1109/EDUCON60312.2024.10578855,Unveiling the Impact of Large Language Models on Student Learning: A Comprehensive Case Study
https://doi.org/10.1109/FIE58773.2023.10342970,Work-in-Progress: Integrating Generative AI with Evidence-based Learning Strategies in Computer Science and Engineering Education
https://doi.org/10.1109/DEMOcon63027.2024.10747947,Generative Artificial Intelligence Driving More Efficient and Effective Course Optimizations
https://doi.org/10.1109/EDUCON62633.2025.11016479,Generative AI in Undergraduate Classrooms: Lessons from Implementing a Customized GPT Chatbot for Learning Enhancement
https://doi.org/10.1109/FIT60620.2023.00047,Exploring the potential of large-language models (LLMs) for student feedback sentiment analysis
https://doi.org/10.1109/CAI59869.2024.00223,Scaffolding Language Learning via Multi-modal Tutoring Systems with Pedagogical Instructions
https://doi.org/10.1109/BigData59044.2023.10386291,Large Language Models in Education: Vision and Opportunities
https://doi.org/10.1109/ICSE-NIER66352.2025.00028,LLMs as Evaluators: A Novel Approach to Commit Message Quality Assessment
